"","LME1636","LME1637","LME1656","LME1663","LME1668","LME1670","LME1679","LME1689","LME1692","LME1695","LME1698","LME1701","LME1702","LME1705","LME1708","LME1714"
"ASV363",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV364",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV365",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV366",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV367",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV368",0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
"ASV370",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV371",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV372",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV373",0,0,0,36,0,0,0,0,0,0,12,0,0,0,0,0
"ASV374",44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV375",34,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"ASV376",0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV377",0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV378",0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
"ASV379",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV380",26,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"ASV381",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
"ASV382",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,18
"ASV383",11,0,0,0,12,0,0,0,0,0,9,0,13,0,0,0
"ASV384",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
"ASV385",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
"ASV386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"ASV387",2,0,3,0,4,0,3,32,0,0,0,0,0,0,0,0
"ASV388",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV389",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV390",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV391",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV392",0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
"ASV393",0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
"ASV394",0,0,0,0,32,0,0,0,0,0,0,0,0,12,0,0
"ASV395",0,0,0,0,30,0,0,0,0,0,0,14,0,0,0,0
"ASV396",0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"ASV397",0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
"ASV398",0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV399",0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
"ASV400",0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
"ASV401",0,0,0,0,33,0,0,0,0,0,0,0,0,10,0,0
"ASV402",0,0,0,0,0,0,12,4,27,0,0,0,0,0,0,0
"ASV403",0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"ASV404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
"ASV405",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV406",20,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"ASV407",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV408",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV409",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV410",0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
"ASV411",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,19
"ASV412",0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"ASV413",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV414",3,0,0,0,0,6,10,1,0,5,0,0,0,0,0,16
"ASV415",0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV416",0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0
"ASV417",0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"ASV418",0,0,0,0,0,0,0,0,0,0,9,5,8,19,0,0
"ASV419",0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
"ASV420",22,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"ASV421",4,0,0,0,1,0,4,0,0,3,0,7,5,0,8,8
"ASV422",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV423",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV424",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV425",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV426",0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
"ASV427",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
"ASV428",0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0
"ASV429",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV430",1,0,2,0,0,0,1,17,18,0,0,0,0,0,0,0
"ASV431",0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV432",0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV433",0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV434",0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV435",0,0,0,0,0,15,0,0,0,0,0,0,0,0,24,0
"ASV436",1,0,0,0,0,9,0,16,0,0,0,0,0,0,12,0
"ASV437",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV438",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV439",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV440",0,0,0,0,0,4,0,0,0,0,21,0,0,12,0,0
"ASV441",0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
"ASV442",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV443",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV444",0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
"ASV445",0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
"ASV446",0,0,0,0,21,0,0,0,0,0,0,0,8,0,0,7
"ASV447",0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"ASV448",0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0
"ASV449",0,0,0,0,0,0,3,0,26,4,0,0,0,0,0,3
"ASV450",0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"ASV451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"ASV452",30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV453",0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV454",0,0,0,3,0,0,0,0,0,0,9,0,7,7,6,3
"ASV455",0,0,0,0,0,0,0,0,0,0,8,0,17,10,0,0
"ASV456",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"ASV457",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV458",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV459",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV460",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV461",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV462",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"ASV463",0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV464",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"ASV465",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV466",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV467",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"ASV468",0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
"ASV469",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV470",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV471",9,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0
"ASV472",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV473",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV474",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV475",0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0
"ASV476",0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,3
"ASV477",0,0,0,0,0,6,0,0,0,12,8,2,0,4,0,0
"ASV478",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV479",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"ASV480",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"ASV481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"ASV482",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV483",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV484",2,3,0,0,0,0,25,0,1,0,0,0,0,0,0,0
"ASV485",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV486",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV487",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV488",0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,11
"ASV489",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"ASV490",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"ASV491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV492",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV493",1,3,0,0,0,0,8,0,13,0,0,0,0,0,0,5
"ASV494",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV495",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV496",0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV497",0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0
"ASV498",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"ASV499",2,1,4,0,1,2,0,1,0,2,0,0,0,3,13,0
"ASV500",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV501",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV502",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV503",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV504",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV505",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"ASV506",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"ASV507",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV508",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"ASV509",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"ASV510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"ASV513",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV514",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV515",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV516",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV517",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV518",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"ASV520",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV521",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV522",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV523",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV524",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV525",0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"ASV526",0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0
"ASV527",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"ASV528",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"ASV529",0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
"ASV530",0,0,0,0,0,0,0,0,0,1,0,0,9,17,0,0
"ASV531",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"ASV532",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"ASV533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"ASV534",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV535",9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"ASV536",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV537",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"ASV538",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"ASV539",0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"ASV540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"ASV542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"ASV543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"ASV544",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV545",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV546",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV547",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV548",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV549",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV550",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV551",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"ASV552",0,0,0,0,0,0,0,0,0,0,4,4,14,3,0,0
"ASV553",0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0
"ASV554",2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"ASV555",2,0,2,0,0,0,8,9,0,3,0,0,0,0,0,0
"ASV556",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV557",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV558",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"ASV559",0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0
"ASV560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"ASV561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"ASV562",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV563",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV564",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV565",15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV566",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV567",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV568",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV569",0,0,8,0,9,0,0,0,0,0,0,0,2,4,0,0
"ASV570",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"ASV571",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"ASV572",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"ASV573",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"ASV574",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"ASV575",0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0
"ASV576",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV577",4,0,0,0,0,0,0,0,0,5,0,7,2,2,0,2
"ASV578",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV579",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV580",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV581",0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0
"ASV582",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"ASV583",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"ASV584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"ASV585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"ASV586",7,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0
"ASV587",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV588",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV589",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV590",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV591",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV592",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV593",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV594",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV595",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV596",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV597",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"ASV598",0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0
"ASV599",0,0,0,0,0,0,0,0,0,1,6,4,2,8,0,0
"ASV600",0,0,0,0,0,0,0,0,0,1,0,1,3,12,1,3
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV604",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV605",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV606",0,0,0,0,1,0,6,0,0,0,0,0,1,2,1,9
"ASV607",0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0
"ASV608",0,0,0,0,0,0,0,0,0,4,5,7,0,4,0,0
"ASV609",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV610",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"ASV611",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV612",8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"ASV613",2,3,0,0,0,0,10,0,4,0,0,0,0,0,0,0
"ASV614",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV615",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV616",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV617",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV618",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV619",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV620",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV621",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV622",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV623",0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0
"ASV624",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV625",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV626",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV627",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV628",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV629",0,0,0,5,0,0,3,0,0,3,0,0,0,0,1,6
"ASV630",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"ASV631",0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0
"ASV632",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV633",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV634",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV635",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV636",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV637",7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV638",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV639",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV640",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV641",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV642",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV643",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"ASV644",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"ASV645",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"ASV646",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"ASV647",0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0
"ASV648",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"ASV649",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"ASV650",0,0,0,0,0,0,0,0,0,0,5,7,2,3,0,0
"ASV651",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"ASV652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"ASV653",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV654",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV655",0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0
"ASV656",0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0
"ASV657",0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0
"ASV658",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"ASV659",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"ASV660",0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0
"ASV661",0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0
"ASV662",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"ASV663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ASV664",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV665",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV666",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV667",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV668",0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV669",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"ASV670",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"ASV671",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"ASV672",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"ASV673",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"ASV674",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"ASV675",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"ASV676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ASV677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ASV678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ASV679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"ASV680",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV681",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV682",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"ASV683",2,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0
"ASV684",1,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2
"ASV685",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV686",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV687",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV688",0,0,3,0,0,0,0,0,0,0,2,0,0,9,0,0
"ASV689",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"ASV690",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"ASV691",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"ASV692",0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0
"ASV693",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"ASV694",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"ASV695",0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0
"ASV696",0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0
"ASV697",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"ASV698",0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0
"ASV699",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"ASV700",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"ASV701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"ASV702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"ASV703",2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0
"ASV704",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV705",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV706",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV707",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV708",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV709",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV710",0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0
"ASV711",0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0
"ASV712",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"ASV713",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"ASV714",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"ASV715",0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0
"ASV716",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"ASV717",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"ASV718",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"ASV719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ASV720",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV721",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV722",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV723",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV724",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV725",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV726",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV727",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV728",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
