ASV_ID,LME1634,LME1635,LME1636,LME1637,LME1646,LME1652,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Strand,Deepest_rank,Deepest_taxon,Accepted_taxonomy
ASV349,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,Pilidium,1.00,,,+,Genus,Pilidium,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium"
ASV35,0,0,0,0,76,0,0,0,0,683,0,0,0,0,262,0,0,30,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV351,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV352,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Corticiales,0.89,Corticiaceae,0.89,Sistotrema,0.89,,,+,Genus,Sistotrema,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Sistotrema"
ASV353,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Russulales,1.00,Russulaceae,1.00,Lactarius,1.00,Lactarius_salmonicolor,1.00,+,Species,Lactarius_salmonicolor,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Lactarius,s:Lactarius_salmonicolor"
ASV354,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV355,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Agaricaceae,1.00,Lycoperdon,1.00,Lycoperdon_perlatum,0.98,+,Species,Lycoperdon_perlatum,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lycoperdon,s:Lycoperdon_perlatum"
ASV356,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,1.00,Cystobasidiales,1.00,Cystobasidiaceae,1.00,Cystobasidium,1.00,,,-,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV357,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Tricholomataceae,1.00,Lepista,0.98,Lepista_glaucocana,0.97,+,Species,Lepista_glaucocana,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Lepista,s:Lepista_glaucocana"
ASV358,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV36,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Hypocreaceae,1.00,Trichoderma,0.97,Trichoderma_minutisporum,0.91,+,Species,Trichoderma_minutisporum,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma_minutisporum"
ASV360,0,25,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.94,Mycosphaerellales,0.80,,,,,,,+,Order,Mycosphaerellales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales"
ASV361,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV363,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.97,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV364,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Tremellales,1.00,Tremellaceae,1.00,Cryptococcus,0.99,Cryptococcus_wisconsinensis,0.99,-,Species,Cryptococcus_wisconsinensis,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus,s:Cryptococcus_wisconsinensis"
ASV366,0,0,0,12,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,0.99,Psathyrellaceae,0.99,Coprinellus,0.99,Coprinellus_disseminatus,0.99,+,Species,Coprinellus_disseminatus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus_disseminatus"
ASV370,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Dothideales,1.00,Dothioraceae,1.00,Aureobasidium,1.00,Aureobasidium_pullulans,0.98,+,Species,Aureobasidium_pullulans,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Aureobasidium,s:Aureobasidium_pullulans"
ASV371,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV372,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV373,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.93,Pleosporales,0.93,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV374,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV375,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Polyporales,1.00,Meruliaceae,1.00,Phlebia,1.00,Phlebia_livida,1.00,+,Species,Phlebia_livida,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia,s:Phlebia_livida"
ASV376,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,0.98,Eurotiales,0.98,Trichocomaceae,0.98,,,,,+,Family,Trichocomaceae,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae"
ASV377,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV378,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Chaetothyriales,1.00,,,,,,,+,Order,Chaetothyriales,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"
ASV379,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Cortinariaceae,1.00,Cortinarius,1.00,Cortinarius_odorifer,1.00,+,Species,Cortinarius_odorifer,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius_odorifer"
ASV38,0,261,0,374,0,0,0,23,0,0,335,0,0,0,0,0,0,12,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinellus,1.00,Coprinellus_micaceus,0.94,+,Species,Coprinellus_micaceus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus_micaceus"
ASV380,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,Fungi,1.00,Mucoromycota,1.00,Mucoromycetes,1.00,Mucorales,1.00,Pilobolaceae,1.00,Pilobolus,1.00,Pilobolus_crystallinus,0.94,+,Species,Pilobolus_crystallinus,"k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Pilobolaceae,g:Pilobolus,s:Pilobolus_crystallinus"
ASV381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Melanogastraceae,1.00,Melanogaster,1.00,,,+,Genus,Melanogaster,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster"
ASV382,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.97,Thelebolales,0.97,Thelebolaceae,0.97,,,,,-,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV383,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV385,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Capnodiales,0.98,Davidiellaceae,0.98,Devriesia,0.97,,,+,Genus,Devriesia,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Devriesia"
ASV386,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Chaetothyriales,1.00,,,,,,,+,Order,Chaetothyriales,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"
ASV387,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Venturiales,1.00,Venturiaceae,1.00,Rhizosphaera,1.00,,,+,Genus,Rhizosphaera,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae,g:Rhizosphaera"
ASV389,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Thelebolales,1.00,Thelebolaceae,1.00,Antarctomyces,0.99,Antarctomyces_psychrotrophicus,0.99,+,Species,Antarctomyces_psychrotrophicus,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae,g:Antarctomyces,s:Antarctomyces_psychrotrophicus"
ASV390,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Pleonectria,1.00,Pleonectria_sinopica,1.00,+,Species,Pleonectria_sinopica,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pleonectria,s:Pleonectria_sinopica"
ASV391,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Mycosphaerellales,0.91,Mycosphaerellaceae,0.91,Pseudocercosporella,0.91,Pseudocercosporella_fraxini,0.91,+,Species,Pseudocercosporella_fraxini,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Pseudocercosporella,s:Pseudocercosporella_fraxini"
ASV392,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Cortinariaceae,0.99,,,,,+,Family,Cortinariaceae,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae"
ASV394,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Polyporales,1.00,Meruliaceae,1.00,Phlebia,1.00,Phlebia_livida,1.00,+,Species,Phlebia_livida,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia,s:Phlebia_livida"
ASV396,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Cortinariaceae,1.00,Cortinarius,1.00,Cortinarius_maculatocaespitosus,0.91,+,Species,Cortinarius_maculatocaespitosus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius_maculatocaespitosus"
ASV397,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV398,0,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Mycosphaerellales,0.91,Mycosphaerellaceae,0.85,,,,,+,Family,Mycosphaerellaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae"
ASV399,0,6,0,0,3,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinopsis,1.00,,,+,Genus,Coprinopsis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
ASV4,0,0,0,0,0,0,0,0,12366,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Flammocladiellaceae,0.90,Flammocladiella,0.90,Flammocladiella_decora,0.90,+,Species,Flammocladiella_decora,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Flammocladiellaceae,g:Flammocladiella,s:Flammocladiella_decora"
ASV40,0,0,0,0,0,0,291,0,0,76,0,0,237,0,44,185,0,31,0,0,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,0.99,Cystobasidiales,0.99,Cystobasidiaceae,0.99,Cystobasidium,0.99,,,+,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV400,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.93,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV401,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.98,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV402,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV404,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,0.99,Tremellomycetes,0.97,Tremellales,0.97,,,Dioszegia,0.96,,,+,Genus,Dioszegia,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Dioszegia"
ASV405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV406,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Geastrales,1.00,,,Sphaerobolus,1.00,Sphaerobolus_ingoldii,1.00,+,Species,Sphaerobolus_ingoldii,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,g:Sphaerobolus,s:Sphaerobolus_ingoldii"
ASV407,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.92,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV408,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,0.88,Erythrobasidiales,0.83,,,Erythrobasidium,0.83,Erythrobasidium_sp.,0.83,+,Species,Erythrobasidium_sp.,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales,g:Erythrobasidium,s:Erythrobasidium_sp."
ASV409,0,0,0,0,0,0,0,5,2,0,20,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Tremellales,1.00,Tremellaceae,1.00,Papiliotrema,0.98,Papiliotrema_perniciosa,0.95,+,Species,Papiliotrema_perniciosa,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Papiliotrema,s:Papiliotrema_perniciosa"
ASV41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,0.95,Cystobasidiales,0.94,Cystobasidiaceae,0.94,Cystobasidium,0.94,,,+,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV410,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Mycosphaerellales,1.00,Mycosphaerellaceae,1.00,Ramularia,0.86,,,+,Genus,Ramularia,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Ramularia"
ASV413,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV414,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV416,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,0.83,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV417,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Tremellales,1.00,,,Dioszegia,1.00,Dioszegia_zsoltii,0.96,+,Species,Dioszegia_zsoltii,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Dioszegia,s:Dioszegia_zsoltii"
ASV418,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,Fungi,1.00,Basidiomycota,0.89,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV42,0,32,0,26,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,Pleosporales,0.99,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV421,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,0.80,,,Symmetrosporaceae,0.80,Symmetrospora,0.80,,,+,Genus,Symmetrospora,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,f:Symmetrosporaceae,g:Symmetrospora"
ASV423,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV424,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV425,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Tremellales,1.00,Bulleribasidiaceae,1.00,Vishniacozyma,1.00,Vishniacozyma_carnescens,1.00,-,Species,Vishniacozyma_carnescens,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_carnescens"
ASV426,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,0.82,,,,,,,,,+,Class,Tremellomycetes,"k:Fungi,p:Basidiomycota,c:Tremellomycetes"
ASV428,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Mycosphaerellales,0.99,Mycosphaerellaceae,0.92,,,,,+,Family,Mycosphaerellaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae"
ASV429,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,0.88,Ascomycota_order_incertae_sedis,0.88,Ascomycota_family_incertae_sedis,0.88,Preussia,0.88,,,+,Genus,Preussia,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Preussia"
ASV432,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Mycosphaerellales,1.00,Mycosphaerellaceae,1.00,Pseudocercospora,1.00,Pseudocercospora_norchiensis,0.97,+,Species,Pseudocercospora_norchiensis,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora_norchiensis"
ASV433,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.96,Sordariomycetes,0.87,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV434,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV435,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV438,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV439,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Thelephorales,1.00,Thelephoraceae,1.00,Tomentella,1.00,Tomentella_sp.,0.99,+,Species,Tomentella_sp.,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella,s:Tomentella_sp."
ASV44,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.89,Sordariales,0.82,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV440,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Botryosphaeriales,0.82,Botryosphaeriaceae,0.82,Dothiora,0.82,,,+,Genus,Dothiora,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Dothiora"
ASV441,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.92,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV442,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV443,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV444,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.98,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV445,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.97,Lasiosphaeriaceae,0.97,Podospora,0.95,Podospora_glutinans,0.92,+,Species,Podospora_glutinans,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora_glutinans"
